FiscalVendorId,FiscalVendorCode,VendorName,SierraVendorCode
5677,271058,AMERICAN DIALECT SOCIETY,v250
5678,265031,AMERICAN DRAMA,12450
5679,265947,AMERICAN ENTERPRISE,20218
5680,268371,AMERICAN ENTERPRISE,3100
5681,267511,AMERICAN ENTERPRISE INSTITUTE,22372
5682,267191,AMERICAN EXPRESS PUBLISHING CO,22044
5683,271693,AMERICAN FOLK ART MUSEUM,v361
5684,268393,AMERICAN FOUNDATION FOR THE,3260
5685,266925,AMERICAN FOUNDRY SOCIETY INC,21768
5686,272043,AMERICAN GEOLOGICAL INSTITUTE,v400
5687,266252,AMERICAN GOLFER,21045
5688,265957,AMERICAN HISTORICAL PRESS,20267
5689,267121,AMERICAN HISTORICAL PUBLISHERS,21972
5690,266805,AMERICAN HISTORICAL SOCIETY OF,21634
5691,282462,AMERICAN HOME-SCHOOL PUBLISHIN,v1389
5692,266319,AMERICAN HORSE COUNCIL,21124
5693,266664,AMERICAN HORSE SHOW ASSOC.,21487
5694,264888,AMERICAN HOSPITAL ASSOCIATION,10682
5695,265305,AMERICAN HOTEL & MOTEL,15827
5696,265702,AMERICAN INDIAN SCIENCE &,18919
5697,267067,AMERICAN INST OF AERONAUTICS,21917
5698,267655,AMERICAN INST OF AERONAUTICS,22526
5699,266432,AMERICAN INSTITUTE OF,21245
5700,267636,AMERICAN INSTITUTE OF,22504
5701,268293,AMERICAN INSTITUTE OF,2424
5702,265122,AMERICAN INSTITUTE OF PHYSICS,13629
5703,271965,AMERICAN INSTITUTE OF SMALL BU,v384
5704,264999,AMERICAN INSURANCE ASSOCIATION,12151
5705,266675,AMERICAN IRON & STEEL INST,21499
5706,265867,AMERICAN ISRAELITE,19861
5707,265739,AMERICAN JEWISH COMMITTEE,19182
5708,267065,AMERICAN JOURNAL OF BOTANY,21915
5709,270683,AMERICAN KENNEL CLUB INC.,v206
5710,281167,AMERICAN KENNEL CLUB INC.,v208
5711,264928,AMERICAN LEGAL PUBLISHING CORP,11246
5712,265872,AMERICAN LEGION,19875
5713,268490,AMERICAN LIBRARY ASSOCIATION,4200
5714,268520,AMERICAN LIBRARY ASSOCIATION,4564
5715,265185,AMERICAN LITERARY TRANSLATORS,1431
5716,268497,AMERICAN MANAGEMENT,4281
5717,268851,AMERICAN MANAGEMENT ASSOC.,7469
5718,274244,AMERICAN MAP-LANGENSCHEIDT PUB,v566
5719,268505,AMERICAN MATHEMATICAL SOCIETY,4350
5720,269980,AMERICAN MEDIA INC.,v151
5721,268740,AMERICAN MEDICAL ASSOCIATION,6401
5722,268990,AMERICAN MINES HANDBOOK,9644
5723,268804,AMERICAN MUSICAL INSTRUMENT,7037
5724,268516,AMERICAN MUSICOLOGICAL SOCIETY,4520
5725,265215,AMERICAN NUCLEAR SOCIETY INC,14743
5726,265920,AMERICAN NURSERYMAN,20117
5727,268802,AMERICAN ORIENTAL SOCIETY,7008
5728,267049,AMERICAN PHARMACEUTICAL ASSO-,21899
5729,268536,AMERICAN PHILOSOPHICAL SOCIETY,4763
5730,281176,AMERICAN PHOTO,v1122
5731,265016,AMERICAN PLANNING ASSOCIATION,1229
5732,268552,AMERICAN POETRY REVIEW,4888
5733,268542,AMERICAN PRINTING HOUSE,4818
5734,267267,AMERICAN PRODUCTS CORPORATION,22123
5735,266779,AMERICAN PROSPECT INC,21607
5736,268966,AMERICAN PSYCHIATRIC ASSOCIA-,9259
5737,264986,AMERICAN PSYCHOLOGICAL,12040
5738,266982,AMERICAN PUBLIC TRANSPORTATION,21830
5739,268551,AMERICAN PUBLIC WELFARE ASSOC.,4881
5740,271057,AMERICAN RECORDER,v249
5741,264895,AMERICAN RECYCLING MARKET,10761
5742,265706,AMERICAN ROAD & TRANSPORTATION,18962
5743,266336,AMERICAN SELF-HELP GROUP,21143
5744,266529,AMERICAN SOCIETY FOR PUBLIC,21345
5745,267211,AMERICAN SOCIETY FOR QUALITY,22065
5746,268295,AMERICAN SOCIETY FOR TESTING,2437
5747,271548,AMERICAN SOCIETY OF CRIMINOLOG,v343
5748,267585,AMERICAN SOCIETY OF ENGINEE-,22453
5749,266927,AMERICAN SOCIETY OF LANDSCAPE,21770
5750,268302,AMERICAN SOCIETY OF MECHANICAL,2528
5751,268961,AMERICAN SOCIETY OF MECHANICAL,9156
5752,267287,AMERICAN SOCIETY OF SAFETY,22143
5753,271969,AMERICAN SQUARE DANCE,v389
5754,273554,AMERICAN STERN WHEEL ASSOCIATI,v529
5755,266420,AMERICAN STRING TEACHERS ASSOC,21233
5756,266637,AMERICAN SUNBEAM PUBLISHER,21458
5757,267552,AMERICAN SWISS FOUNDATION,22420
5758,266456,AMERICAN SYMPHONY ORCHESTRA,21270
5759,265571,AMERICAN THEOLOGICAL LIBRARY,1809
5760,270692,AMERICAN UNITED FOR SEPARATION,v218
5761,267390,AMERICAN UNIVERSITY UNIVERSITY,22246
5762,268856,AMERICAN VIOLA SOCIETY,7511
5763,268394,AMERICAN WATCHMAKERS-,3264
5764,281288,AMERICAN WATCHMAKERS-CLOCKMAKE,v1154
5765,267668,AMERICAN WATER WORKS,22540
5766,269719,AMERICAN WELDING SOCIETY GLOBA,v61
5767,266666,AMERICAN ZOO & AQUARIUMS ASSN,21489
5768,273420,AMERICAN-FRENCH GENEALOGICAL S,v510
5769,274549,AMERICAN/SCHLESWIG-HOLSTEIN SO,v579
5770,265933,AMERITECH,20183
5771,267840,AMG INTERNATIONAL,22716
5772,266118,AMHERST H. WILDER FOUNDATION,20805
5773,267968,AMI BOOKS,22852
5774,268301,AMS PRESS INC.,250
5775,266089,AMSCO PUBLICATIONS,20718
5776,268381,AMUSEMENT BUSINESS,3151
5777,268674,AMUSEMENT BUSINESS,5900
5778,271618,AMUSEMENT BUSINESS,v352
5779,267272,AMUSEMENT PARK JOURNAL,22128
5780,268672,AMWARD PUBLICATIONS INC.,5884
5781,266060,AMY BORKOWSKY,20648
5782,267242,AN NASC,22098
5783,265143,ANATOMICAL CHART COMPANY,13878
5784,265981,ANCESTOR DETECTIVE,20347
5785,274247,ANCESTRAL TRAILS HISTORICAL SO,v569
5786,265714,ANCESTRY,19016
5787,267018,ANCESTRY,21866
5788,267177,ANCESTRY,22029
5789,268678,ANCESTRY,5930
5790,265309,ANCHOR BAY ENTERTAINMENT,15872
5791,273493,ANCIENT MONUMNETS SOCIETY,v522
5792,277980,ANDERSON BRANCH PERIODICAL CLA,ANDPERCLAIM
5793,279829,ANDERSON COUNTY CHAPTER SCGS,v931
5794,268679,ANDERSON PUBLISHING CO.,5942
5795,265230,ANDREW HARPER'S HIDEAWAY,14970
5796,281250,ANDREW J. WNUK,v1140
5797,266774,ANGELA LLOYD,21602
5798,274473,ANGELA REUSS,v578
5799,268143,ANGELUS PRESS,23043
5800,269484,ANGIE LAWSON,v40
5801,270316,ANGIE LAWSON,v180
5802,278462,ANIMAL WELFARE INSTITUTE,v765
5803,264903,ANIMALS' AGENDA,10883
5804,266551,ANITA SAEWITZ,21368
5805,266815,ANKER PUBLISHING,21644
5806,268269,ANNA BELTRANI,23179
5807,278297,ANNE ARUNDEL GENEALOGICAL SOCI,v753
5808,267024,ANNE FRANK CENTER USA,21872
5809,273341,ANNE SHARP,v503
5810,276382,ANNENBERG FOUNDATION,v653
5811,268685,ANNENBERG/CPB PROJECT,5980
5812,268688,ANNUAL REVIEWS INC.,6000
5813,281251,ANONYMOUS SKATE SHOP,v1141
5814,266258,ANOTHER LOOK BOOKS,21057
5815,271878,ANSON COUNTY GENEALOGICAL SOCI,v381
5816,267753,ANTARACTIC PRESS INC.,22627
5817,266771,ANTHONY C. SCHMIDT FINE ART,21599
5818,265118,ANTHROPOSOPHIC PRESS,13580
5819,265001,ANTIQUE AUTOMOBILE CLUB OF,12153
5820,268699,ANTIQUE COLLECTORS CLUB,6078
5821,268889,ANTIQUE PUBLICATIONS,78616
5822,268922,ANTIQUE REVIEW,815
5823,265449,ANTIQUE TRADER,17235
5824,267542,ANUBIS PRESS,22408
5825,267987,AOL TIME WARNER BOOK GROUP,22872
5826,279698,APERTURE CUSTOMER SERVICE,v899
5827,265387,APGAR FAMILY ASSOCIATION,16692
5828,266673,APOGEE,21497
5829,266960,APPALACHIAN CONNECTION,21807
5830,268903,APPALACHIAN HERITAGE,79450
5831,268385,APPLAUSE,3213
5832,268964,APPLAUSE THEATRE BOOKS,9199
5833,265489,APPLE BOOKS,17538
5834,265916,APPLETREE PRESS INC.,20086
5835,280067,APPLEWOOD BOOKS,v960
5836,267294,APPLEZABA PRESS,22150
5837,264949,APPLIED COMPUTER RESEARCH,11499
5838,268828,APPRAISAL INSTITUTE,7285
5839,281616,APRIL FOSTER,v1241
5840,270441,AQUARIAN REALITY DISTRIBUTION,v197
5841,269883,AQUARIUS HEALTH CARE VIDEOS,v129
5842,265973,AQUARIUS VIDEOS,20316
5843,266547,ARAB FILM DISTRIBUTION,21364
5844,265842,ARBEITSGEMEINSCHAFT,19720
5845,276682,ARBORIST NEWS,v667
5846,266192,ARCADIA PRESS,20950
5847,265443,ARCADIA PUBLISHING,17215
5848,266024,ARCADIA PUBLISHING,20499
5849,270393,ARCHAEOLOGICAL SOCIETY OF OHIO,v190
5850,266028,ARCHAEOLOGY MAGAZINE,20507
5851,269978,ARCHANT LIFE LTD,v149
5852,266191,ARCHDIOCESAN HISTORICAL,20949
5853,265591,ARCHER M. HUNTINGTON ART,18290
5854,268172,ARCHIDIOCESAN HISTORICAL,23075
5855,274038,ARCHITECTS JOURNAL,v549
5856,264909,ARCHITECTURE IN GREECE PRESS,10944
5857,265665,ARGO/MICROGRAPHICS,18720
5858,270386,ARGOSY BOOK STORE,v182
5859,266163,ARGUS BOOKS AND GRAPHICS,20895
5860,266447,ARIADNE PRESS,21260
5861,264893,ARION,10748
5862,268747,ARION PRESS,6485
5863,267898,ARIZONA GENEALOGICAL ADVISORY,22778
5864,266728,ARKANSAS GENEALOGICAL RESEARCH,21551
5865,279824,ARKANSAS RESEARCH INC.,v926
5866,268005,ARKHAM HOUSE,22892
5867,269266,ARKHAM HOUSE PUBLISHERS,v20
5868,268937,ARKIVMUSIC,8405
5869,264927,ARLIS/OHIO VALLEY,11206
5870,268761,ARMY TIMES,6616
5871,267579,ARNICA PUBLISHING INC.,22447
5872,272535,ARPHAX PUBLISHING CO.,v443
5873,265963,ARROWSMITH PUBLISHING COMPANY,20285
5874,268860,ARS ORIENTALIS,7543
5875,267271,ARSENAL PULP PRESS,22127
5876,264975,ART INSTITUTE OF CHICAGO,11893
5877,268776,ART INSTITUTE OF CHICAGO,6760
5878,266484,ART LEAGUE,21300
5879,266629,ART LIBRARIES SOC OF NA,2144
5880,282116,ART NEWSPAPER,v1332
5881,268662,ART PAPERS,5793
5882,277447,ART SERVICES INTL.,v717
5883,266552,ART VIDEO WORLD,21369
5884,268245,ARTBA,23154
5885,270685,ARTFORUM,v210
5886,279374,ARTHRITIS FOUNDATION,v866
5887,273624,ARTHUR MCALLISTER PUBLISHERS,v533
5888,268168,ARTHUR W MCGRAW,23070
5889,280493,ARTIFAX BOOKS,v1028
5890,265637,ARTISAN,18554
5891,266404,ARTLEAF PUBLISHING COMPANY,21216
5892,268098,ARTMEDIACO INCORPORATED,22991
5893,272540,ARTNET WORLDWIDE CORPORATION,v448
5894,267189,ARTS CHRONICLE,22042
5895,267234,ARTSPIKE MAGAZINE,22090
5896,279782,ARTWORKS,v913
5897,282658,ARVIN AND MAY STREET PUBLICATI,v1413
5898,265940,ASC HOLDING CORP,20200
5899,269204,ASGARD PUBLISHING COMPANY,v14
5900,266394,ASH TREE PUBLISHING,21206
5901,268450,ASHGATE PUBLISHING,3794
5902,268798,ASHLAND COUNTY CHAPTER OGS,7001
5903,266203,ASHLEY MARK PUBLISHING CO,20970
5904,265565,ASHTABULA COUNTY GENEALOGICAL,18067
5905,266172,ASIA FOR KIDS,20923
5906,273006,ASIA LAW & PRACTICE,v482
5907,268752,ASIAN DEVELOPMENT BANK,6540
5908,272945,ASIAN SURVEY,v479
5909,268211,ASIS,23117
5910,266162,ASKART,20893
5911,281381,ASLAN'S FANCY,v1177
5912,265535,ASM COMMUNICATIONS,17909
5913,268353,ASM INTERNATIONAL,2976
5914,268590,ASM INTERNATIONAL,5200
5915,278365,ASPATORE BOOKS,v757
5916,265294,ASPEN PUBLISHERS INC.,15701
5917,268409,ASPEN PUBLISHERS INC.,3422
5918,266609,ASPEN PUBLISHING,21427
5919,265388,ASSET ALTERNATIVES INC.,16697
5920,266494,ASSN DES FAMILLES DUBOIS INC,21310
5921,268687,ASSOCIATED MEDIA COMPANIES,5999
5922,268820,ASSOCIATED UNIVERSITY PRESSES,7200
5923,267368,ASSOCIATES IN MEDICAL,22225
5924,266821,ASSOCIATION DES FAMILLES,21650
5925,268416,ASSOCIATION FOR COMPUTING,3478
5926,271426,ASSOCIATION FOR INFORMATION AN,v296
5927,267620,ASSOCIATION FOR INVESTMENT,22488
5928,265582,ASSOCIATION FOR SUPERVISION,18216
5929,268840,ASSOCIATION FOR SYMBOLIC LOGIC,7414
5930,272049,ASSOCIATION FOR THE ADVANCEMEN,v407
5931,266645,ASSOCIATION FOR THE STUDY OF,21466
5932,266850,ASSOCIATION FOR THE STUDY OF,21680
5933,265503,ASSOCIATION OF AMERICAN,17676
5934,268980,ASSOCIATION OF COLLEGIATE,9531
5935,266744,ASSOCIATION OF SOCIAL WORK,21569
5936,268216,ASSOCIATION ON AMERICAN INDIAN,23122
5937,266802,AST PRESS,21631
5938,268248,ASTM INTERNATIONAL,23157
5939,265395,ASTRAGAL PRESS,16767
5940,267605,ASTRO COMMUNICATIONS SERVICES,22473
5941,267108,ASTROLABE,21958
5942,267340,ATELIERS VIS-A-VIS,22196
5943,268912,ATHENS COUNTY HISTORICAL,79704
5944,264902,ATHENS COUNTY HISTORICAL SOCIE,10867
5945,267728,ATHLETIC GUIDE PUBLISHERS,22600
5946,268064,ATLANTA HISTORY CENTER,22956
5947,265621,ATLANTA MAGAZINE,18493
5948,266532,ATLANTA MAGAZINE,21348
5949,267348,ATORI PUBLISHING INC.,22204
5950,267963,ATS PUBLICATIONS INC.,22847
5951,266816,ATWOOD PUBLISHING LLC,21645
5952,265550,AUDIO BOOK CONTRACTORS INC.,1797
5953,265589,AUDIO BOOK SERVICES INC.,18260
5954,265318,AUDIO BOOKSHELF,15927
5955,268327,AUDIO EDITIONS,2723
5956,265129,AUDIO LITERATURE,13731
5957,266033,AUDIO PARTNERS,20516
5958,265210,AUDIO RENAISSANCE TAPES,14664
5959,266623,AUDIO THERAPY INNOVATIONS,21443
5960,266497,AUDIOFILE,21313
5961,277252,AUDIOGO,v709
5962,267205,AUDIOVISION CANADA,22059
5963,268335,AUDREY GILBERT,28350
5964,267105,AUDUBON OHIO,21955
5965,271512,AUGLAISZE COUNTY GENEALOGICAL,v329
5966,268789,AUGLAIZE COUNTY GENEALOGICAL,6898
5967,280739,AUGUST PUBLICATIONS,v1071
5968,282463,AUGUSTA GENEALOGICAL SOCIETY,v1390
5969,272428,AUGUSTA RICHMOND COUNTY HISTOR,v432
5970,267735,AUNT LUTE BOOKS,22608
5971,274964,AUSTRALIAN JEWISH GENEALOGICAL,v602
5972,268907,AUTO-GRAPHICS INC.,79579
5973,266505,AUTOMOBILE CLUB OF SO CALIF,21321
5974,266630,AUTOMOBILE QUARTERLY,21450
5975,265367,AUTOWEEK,16455
5976,270818,AUTUMN LEAVES PUBLISHING,v237
5977,267496,AUX AMATEURS DE LIVRES,22357
5978,267478,AV CAFE,22338
5979,266321,AVALON TRAVEL PUBLISHING,21126
5980,264997,AVERY PUBLISHING GROUP,12138
5981,277981,AVONDALE BRANCH PERIODICAL CLA,AVOPERCLAIM
5982,268918,AVOTAYNU INC.,8114
5983,266972,AWESOME RECORDS,21819
5984,267806,AXIOM INFORMATION RESOURCES,22682
5985,268921,AYER COMPANY PUBLISHERS,8137
5986,267706,AZGAB,22578
5987,265945,B SMITH STYLE,20214
5988,267612,B.A. DELIVERY SERVICE,22480
5989,267317,B&O RAILROAD MUSEUM,22173
5990,278018,BABACAR DIOP,v741
5991,269983,BABY SCHOLARS,v154
5992,281882,BABY SIGNS INC.,v1280
5993,279318,BABYGARTEN,v863
5994,270210,BABYTALK,v165
5995,273491,BACH: JOURNAL OF THE RIEMENSHC,v520
5996,272187,BACK HOME IN KENTUCKY,v415
5997,268790,BACK STAGE,6919
5998,267087,BACKBEAT BOOKS,21937
5999,267332,BACKBEAT PRESS,22188
6000,281874,BACKHOME MAGAZINE,v1279
6001,267266,BACKROAD CHRONICLES,22122
6002,268136,BACKWOODS HOME MAGAZINE,23034
6003,265247,BACON'S MEDIA DIRECTORIES,15196
6004,266826,BAHA'I BOOKSOURCE,21656
6005,265422,BAHA'I DISTRIBUTION SERVICE,16962
6006,266015,BAIN BOOK COMPANY,20452
6007,264849,BAKER & TAYLOR,8343
6008,268935,BAKER & TAYLOR,8340
6009,265288,BAKER & TAYLOR ENTERTAINMENT,15619
6010,265472,BAKER BOOK HOUSE,17440
6011,265116,BAKER STREET JOURNAL,13566
6012,268936,BAKER'S PLAYS,8358
6013,267014,BALCOM BOOKS,21862
6014,266009,BALKATHA,20436
6015,269005,BALLARD-CARLISLE HISTORICAL-,9936
6016,266563,BALTIMORE CHAPTER NRHS,21380
6017,268997,BALTIMORE COUNTY GENEALOGICAL,9847
6018,272536,BANGZOOM PUBLISHERS,v444
6019,265370,BANKRATE INC.,16485
6020,268942,BANKS BALDWIN LAW PUBLISHING,8560
6021,267714,BANNACK PUBLISHING CO,22586
6022,267232,BANNER OF TRUTH,22088
6023,264937,BANTAM AUDIO TAPES,11305
6024,265523,BAPTIST BIBLE HOUR,17840
6025,268944,BAR LIST PUBLISHING,8593
6026,282419,BARBARA WRIGHT,v1385
6027,268233,BARBARA YATES,23141
6028,276792,BARBOUR PUBLISHING,v676
6029,265870,BAREFOOT BOOKS,19867
6030,268115,BAREHAM & SAUNDERS,23010
6031,266900,BARNARD ROBERTS & CO.,21734
6032,267109,BARNES & NOBLE,21959
6033,265378,BARNES & NOBLE BOOKSELLERS,16592
6034,265468,BARNES & NOBLE DIRECT,17404
6035,267223,BARNHARDT & ASHE,22078
6036,268951,BARRONS EDUCATIONAL SER,8720
6037,266936,BARTHA VISUAL INC.,21780
6038,268147,BARTLEBY'S BOOKS,23047
6039,268976,BASEBALL AMERICA,9461
6040,267138,BASEBALL BLUEBOOK,21989
6041,264926,BASEBALL WEEKLY,11181
6042,267216,BASTET PUBLISHING,22070
6043,268376,BATON ROUGE GENEALOGICAL AND,3111
6044,275320,BAUMAN RARE BOOKS,v612
6045,267910,BAYWOOD PUBLISHING COMPANY,22790
6046,267085,BBC AMERICA SHOP,21935
6047,267567,BBC MUSIC MAGAZINE,22435
6048,266865,BBI MEDIA INC.,21697
6049,267454,BBK HEALTHCARE INC,22311
6050,267283,BC PRODUCTIONS,22139
6051,280098,BE YOU PRODUCTIONS,v962
6052,264856,BEACHAM PUBLISHING COMPANY,10215
6053,267622,BEARCAT SPORTS DIGEST,22490
6054,280639,BEARPORT PUBLISHING CO.,v1060
6055,267519,BECKHAM PUBLICATIONS,22382
6056,279416,BEEGEE PUBLISHERS,v869
6057,265860,BEEHIVE FOUNDATION,19813
6058,282001,BEERADVOCATE,v1297
6059,268185,BEHRMAN HOUSE,23089
6060,273421,BELGIAN LACES,v511
6061,265496,BELL & HOWELL,17636
6062,267008,BELL COUNTY HISTORICAL SOCIETY,21856
6063,267460,BELLE BOOKS,22317
6064,269202,BELLEFAIRE JEWISH CHILDREN'S B,v11
6065,265271,BELLWETHER PUBLISHING LTD.,15483
6066,266716,BELMONT COUNTY CHAPTER OGS,21539
6067,267452,BEN OHMART,22309
6068,267577,BENCH PRESS BOOKS,22445
6069,266093,BENCHMARK PUBLICATIONS LTD.,20732
6070,268958,BENGALS REPORT,9095
6071,265583,BENNETT-WALLS,18224
6072,267310,BENTHAM PRESS,22166
6073,267096,BEQUEST BOOKS,21946
6074,267721,BERCO PRODUCTION,22593
6075,266223,BERGHAHN BOOKS,21000
6076,267028,BERGHAHN BOOKS,21876
6077,266463,BERGHAHN JOURNALS,21278
6078,274701,BERKS COUNTY GENEALOGICAL SOCI,v591
6079,265623,BERKSHIRE FAMILY HISTORY,18502
6080,272759,BERKSHIRE FAMILY HISTORY SOCIE,v460
6081,264959,BERLET FILMS,11750
6082,265012,BERLITZ INTERNATIONAL INC.,12217
6083,268725,BERNAN ASSOCIATES,62028
6084,268973,BERNAN ASSOCIATES,9418
6085,265745,BERNAN ASSOCIATES - UNIPUB,1921
6086,266204,BERNARD HAMEL SPANISH BOOK,20971
6087,265644,BERRIEN COUNTY GENEALOGICAL,18614
6088,267420,BEST BOOKS,22276
6089,266961,BETH EDWARDS,21808
6090,264866,BETTER HOMES AND GARDENS BOOKS,10402
6091,268020,BETTER LIVING MAGAZINE,22909
6092,267631,BETTER NUTRITION,22499
6093,282476,BEV EIDING,v1398
6094,268827,BEVERAGE MARKETING CORPORATION,7282
6095,267578,BEVERLY HILLS ORGANIZER,22446
6096,275597,BEYOND PLAY,v618
6097,267673,BHB INTERNATIONAL,22545
6098,268653,BI RESEARCH,5695
6099,268993,BI-FOLKAL PRODUCTIONS INC.,9673
6100,264940,BIBLE REVIEW,11339
6101,268386,BIBLE REVIEW,3217
6102,267075,BIBLIO PRESS,21926
6103,266320,BIBLIODATA,21125
6104,268987,BIBLIOGRAPHICAL SOCIETY,9626
6105,269806,BIBLIOMANIA,v116
6106,266987,BIBLIOTHECA ISLAMICA INC.,21835
6107,267261,BIBLIOTHEQUE: WORLD WIDE,22117
6108,265223,BIG KIDS PRODUCTIONS INC,14866
6109,266343,BIG LAUTER TUN BOOKS,21150
6110,266256,BIG PIG GIG MERCHANDISE,21051
6111,268018,BIG TENT ENTERTAINMENT,22906
6112,268041,BIG TREE BOOKS,22931
6113,265765,BILINGUAL PUBLICATIONS CO.,19339
6114,268164,BILL AND JEAN VENRICK,23065
6115,268693,BILL COMMUNICATIONS,6017
6116,266409,BILL GORDON/CHESTER FRITZ LIB,21221
6117,266642,BILL HIRSCH,21463
6118,266069,BILLBOARD,20673
6119,266180,BILLBOARD DIRECTORIES,20936
6120,266355,BILLY BUDD FILMS,21165
6121,266181,BIP DIRECTORIES,20937
6122,256506,BIRD & BULL PRESS,NULL
6123,268998,BIRD & BULL PRESS,9855
6124,268999,BIRD WATCHER'S DIGEST,9856
6125,267800,BIRMINGHAM HISTORICAL SOIETY,22676
6126,282258,BISMARCK-MANDAN HISTORICAL AND,v1365
6127,267184,BJ HOME EDUCATION SERVICES,22037
6128,265413,BLACK BELT PRESS,16909
6129,265520,BLACK DIASPORA,17775
6130,265805,BLACK DOG PRESS,19541
6131,269108,BLACK EYE BOOKS,19694
6132,267373,BLACK RENAISSANCE,22230
6133,265993,BLACK SHEEP BOOKS,20374
6134,269007,BLACK SUN BOOKS,9950
6135,267355,BLACKHAWK GENEALOGICAL SOCIETY,22211
6136,269130,BLACKLAND PRESS,22908
6137,269011,BLACKSTONE AUDIO BOOKS,9998
6138,265062,BLACKWELL BOOK SERVICES,12918
6139,265826,BLACKWELL NORTH AMERICA INC.,19634
6140,265073,BLACKWELL PUBLISHERS,13066
6141,265357,BLACKWELL PUBLISHERS,16330
6142,266091,BLACKWELL PUBLISHERS,20724
6143,269105,BLACKWELL UK LIMITED,18727
6144,265024,BLACKWELL'S,12370
6145,267475,BLACKWELL'S BOOK SERVICES,22335
6146,268731,BLACKWELL'S BOOK SERVICES,6288
6147,265060,BLACKWELL'S PERIODICALS,12906
6148,269124,BLACKWELLS RARE BOOKS,22047
6149,265323,BLADES ON ICE,16005
6150,271510,BLAIR COUNTY GENEALOGICAL SOCI,v327
6151,280242,BLAS PUENTE BALDOCETA,v979
6152,274112,BLENDER,v560
6153,267795,BLINDSKILLS INC.,22671
6154,271404,BLOOD ROAD PUBLISHING,v291
6155,264850,BLOOD-HORSE INC.,10105
6156,265041,BLUE ACORN PRESS,12559
6157,265475,BLUE AND GRAY MAGAZINE,17453
6158,276387,BLUE ASH BRANCH PERIODICAL CLA,BLUPERCLAIM
6159,266340,BLUE BIRD PUBLISHING,21147
6160,268138,BLUE BOOK,23037
6161,267874,BLUE CANYON PRODUCTIONS,22752
6162,265548,BLUE HERON,17974
6163,266136,BLUE LAMM PUBLISHING,20847
6164,282227,BLUE MANATEE BOOKS,v1353
6165,265685,BLUE RIDGE RADIO PLAYERS DRAMA,18817
6166,267926,BLUE SKY ASSOCIATES,22807
6167,266160,BLUE SUEDE FILMS,20891
6168,267895,BLUE SUIT RECORDS,22775
6169,267369,BLUEGRASS UNLIMITED,22226
6170,266690,BMA LIBRARY - PUBLICATIONS,21513
6171,266625,BMG VIDEO,21445
6172,265038,BNA BOOKS,12503
6173,268894,BNA BOOKS,7918
6174,267724,BNI PUBLICATIONS,22596
6175,269789,BNP MEDIA,v96
6176,266595,BOARDROOM INC,21413
6177,265245,BOARDSOURCE,15161
6178,272051,BOB MORRISON,v409
6179,267816,BOBKAT,22692
6180,268767,BOECKH CUSTOMER SERVICES,6670
6181,264867,BOHLING BOOK COMPANY,10410
6182,265134,BOLD STRUMMER,13766
6183,278661,BOLINDA PUBLISHING INC.,v784
6184,267836,BONAMY PUBLISHING,22712
6185,274832,BOND COUNTY GENEALOGICAL SOCIE,v596
6186,277982,BOND HILL BRANCH PERIODICAL CL,BONPERCLAIM
6187,268250,BOOK ARTS PRESS,23160
6188,266793,BOOK CHEST,21621
6189,269199,BOOK CLEARING HOUSE,v6
6190,264874,BOOK CLUB OF CALIFORNIA,10500
6191,268234,BOOK CORNER,23142
6192,266305,BOOK GARDEN GALLERY,21109
6193,268649,BOOK HOUSE INC.,5684
6194,266891,BOOK HUNTER PRESS,21723
6195,264876,BOOK INDUSTRY STUDY GROUP,10550
6196,267166,BOOK MEISTER RARE BOOKS,22018
6197,269724,BOOK NOOK,v66
6198,268989,BOOK SALES INC.,9632
6199,269206,BOOKARTS CANBERRA,v16
6200,266970,BOOKENDS,21817
6201,266416,BOOKFORUM,21228
6202,267688,BOOKLYN ARTIST ALLIANCE,22560
6203,266424,BOOKMASTERS INC.,21237
6204,268122,BOOKPEOPLE,23018
6205,264880,BOOKS IN MOTION,10602
6206,269000,BOOKS INTERNATIONAL,9873
6207,266245,BOOKS OF DISCOVERY,21029
6208,267101,BOOKS OF DISCOVERY,21951
6209,264899,BOOKS ON DEMAND,10835
6210,266375,BOOKS ON HIGH,21187
6211,281613,BOOKS TELL YOU WHY INC.,v1238
6212,265657,BOOKSOURCE,18699
6213,268255,BOOKSTALL,23165
6214,265466,BOOKWORLD SERVICES,17392
6215,278464,BOONE COUNTY BI-CENTENNIAL HIS,v768
6216,269793,BOONE COUNTY GENEALOGICAL SOCI,v102
6217,274392,BOONE COUNTY GENEALOGICAL SOCI,v575
6218,279194,BOONE COUNTY HISTORICAL SOCIET,v842
6219,264906,BOOSEY & HAWKES,10910
6220,268080,BOP MAGAZINE,22972
6221,281755,BORDERLANDS BOOKSTORE,v1261
6222,282765,BOSTON BOOK COMPANY,v1434
6223,266090,BOSTON COMMON PRESS,20719
6224,265581,BOSTON PUBLIC LIBRARY,18213
6225,279624,BOSTON SYMPHONY ORCHESTRA PROG,v893
6226,278460,BOT PUBLISHING LLC,v763
6227,265195,BOTTOM LINE BOOKS,14480
6228,266436,BOTTOM LINE PERSONAL,21249
6229,280521,BOTTOM LINE WEALTH,v1036
6230,265703,BOWLING GREEN STATE UNIVERSITY,18926
6231,266787,BOWTIE PRESS,21615
6232,265881,BOY SCOUTS OF AMERICA,19919
6233,266034,BOY SCOUTS OF AMERICA,20524
6234,279833,BOYD PUBLISHING CO.,v935
6235,265338,BOYDELL & BREWER INC.,16148
